,acode,Month,total,airport,city,state,country,lat,long,delayed,fpm,dpf
2122,ROC,11,1574,Greater Rochester Int'l,Rochester,NY,USA,43.11886611,-77.67238389,0,741,2.124156545
484,CID,10,1588,Eastern Iowa ,Cedar Rapids,IA,USA,41.88458833,-91.71087222,0,642,2.473520249
2299,SHV,9,1618,Shreveport Regional,Shreveport,LA,USA,32.4466275,-93.82559833,0,473,3.420718816
2155,RSW,9,1625,Southwest Florida International,Ft. Myers,FL,USA,26.53616667,-81.75516667,0,1267,1.282557222
1247,ITO,9,1656,Hilo International,Hilo,HI,USA,19.72026306,-155.0484703,0,385,4.301298701
1639,MKE,11,1734,General Mitchell International,Milwaukee,WI,USA,42.94722222,-87.89658333,0,1286,1.34836703
1530,MBS,1,1762,Mbs International,Saginaw,MI,USA,43.53291472,-84.07964722,0,322,5.472049689
2590,TYS,10,1772,McGhee-Tyson,Knoxville,TN,USA,35.81248722,-83.99285583,0,351,5.048433048
1041,GSP,11,1890,Greenville-Spartanburg,Greer,SC,USA,34.89566722,-82.21885833,0,407,4.643734644
1173,ICT,11,1961,Wichita Mid-Continent,Wichita,KS,USA,37.64995889,-97.43304583,0,490,4.002040816
1044,GSP,10,2063,Greenville-Spartanburg,Greer,SC,USA,34.89566722,-82.21885833,0,433,4.76443418
355,BTR,9,2081,"Baton Rouge Metropolitan, Ryan ",Baton Rouge,LA,USA,30.53316083,-91.14963444,0,345,6.031884058
2152,RSW,10,2181,Southwest Florida International,Ft. Myers,FL,USA,26.53616667,-81.75516667,0,1102,1.979128857
2293,SHV,10,2274,Shreveport Regional,Shreveport,LA,USA,32.4466275,-93.82559833,0,439,5.179954442
651,DCA,9,2423,Ronald Reagan Washington National,Arlington,VA,USA,38.85208333,-77.03772222,0,6482,0.373804381
2001,PNS,9,2627,Pensacola Regional,Pensacola,FL,USA,30.47330556,-87.18744444,0,438,5.997716895
1145,HSV,10,2632,Huntsville International ,Huntsville,AL,USA,34.6404475,-86.77310944,0,357,7.37254902
472,CHS,10,2776,Charleston AFB/International,Charleston,SC,USA,32.89864639,-80.04050583,0,432,6.425925926
214,BGR,10,2893,Bangor International,Bangor,ME,USA,44.80744444,-68.82813889,0,362,7.991712707
1137,HSV,11,2926,Huntsville International ,Huntsville,AL,USA,34.6404475,-86.77310944,0,305,9.593442623
720,DSM,11,3098,Des Moines International,Des Moines,IA,USA,41.53493306,-93.66068222,0,638,4.855799373
2189,SAV,10,3112,Savannah International,Savannah,GA,USA,32.12758333,-81.20213889,0,498,6.248995984
1991,PNS,10,3346,Pensacola Regional,Pensacola,FL,USA,30.47330556,-87.18744444,0,401,8.344139651
1641,MKE,10,3433,General Mitchell International,Milwaukee,WI,USA,42.94722222,-87.89658333,0,1304,2.632668712
1442,LIH,1,3520,Lihue,Lihue,HI,USA,21.97598306,-159.3389581,0,823,4.277035237
1922,PBI,10,3558,Palm Beach International,West Palm Beach,FL,USA,26.68316194,-80.09559417,0,1744,2.040137615
172,BDL,11,3619,Bradley International,Windsor Locks,CT,USA,41.93887417,-72.68322833,0,2467,1.466963924
2464,SYR,11,4985,Syracuse-Hancock Intl,Syracuse,NY,USA,43.11118694,-76.10631056,0,729,6.838134431
504,CLE,11,5500,Cleveland-Hopkins Intl,Cleveland,OH,USA,41.41089417,-81.84939667,0,3635,1.5130674
652,DCA,10,6287,Ronald Reagan Washington National,Arlington,VA,USA,38.85208333,-77.03772222,0,2436,2.580870279
1891,ORF,10,6754,Norfolk International,Norfolk,VA,USA,36.89461111,-76.20122222,0,1567,4.310146777
1416,LGA,12,13521,LaGuardia,New York,NY,USA,40.77724306,-73.87260917,0,7323,1.846374437
656,DCA,11,18311,Ronald Reagan Washington National,Arlington,VA,USA,38.85208333,-77.03772222,0,4305,4.253426249
816,EWR,10,28891,Newark Intl,Newark,NJ,USA,40.69249722,-74.16866056,0,8160,3.540563725
1421,LGA,11,41818,LaGuardia,New York,NY,USA,40.77724306,-73.87260917,0,7531,5.552781835
1420,LGA,10,65345,LaGuardia,New York,NY,USA,40.77724306,-73.87260917,0,7773,8.406664094
